"V1"	"V2"
"Damsel in Distress, A (1937)"	4
"Love and Other Catastrophes (1996)"	2.85714285714
"Wild America (1997)"	2.88888888889
"An Unforgettable Summer (1994)"	2.5
"Jason's Lyric (1994)"	3
"Two Deaths (1995)"	2.25
"Venice/Venice (1992)"	1
"Safe Passage (1994)"	3
"Before the Rain (Pred dozhdot) (1994)"	3.8
"Tigrero: A Film That Was Never Made (1994)"	1
"Jimmy Hollywood (1994)"	2.875
"Blood Beach (1981)"	2.16666666667
"Man of No Importance, A (1994)"	3.42857142857
"Amityville Curse, The (1990)"	1.25
"I Don't Want to Talk About It (De eso no se habla) (1993)"	4
"Shooting Fish (1997)"	2.5
"Daens (1992)"	1
"Welcome To Sarajevo (1997)"	3.36363636364
"Beat the Devil (1954)"	3.71428571429
"Carmen Miranda: Bananas Is My Business (1994)"	1.5
"Twin Town (1997)"	2.16666666667
"Far From Home: The Adventures of Yellow Dog (1995)"	3.28571428571
"Little Rascals, The (1994)"	2.72222222222
"My Crazy Life (Mi vida loca) (1993)"	3.18181818182
"Forbidden Christ, The (Cristo proibito, Il) (1950)"	2.75
"Outlaw, The (1943)"	2.5
"Designated Mourner, The (1997)"	1.85714285714
"Secret Adventures of Tom Thumb, The (1993)"	2.6
"Queen Margot (Reine Margot, La) (1994)"	3.5
"Angel and the Badman (1947)"	3
"Moonlight and Valentino (1995)"	2.57142857143
"Trust (1990)"	3.78947368421
"Nightwatch (1997)"	3
"Mr. Wonderful (1993)"	3
"Caught (1996)"	3.25
"All Over Me (1997)"	3
"Story of Xinghua, The (1993)"	3.2
"Bad Company (1995)"	2.22222222222
"Locusts, The (1997)"	2
"Race the Sun (1996)"	2.8
"Hotel de Love (1996)"	3.25
"Frisk (1995)"	2.66666666667
"Promise, The (Versprechen, Das) (1994)"	1
"Nothing to Lose (1994)"	3.28571428571
"Gumby: The Movie (1995)"	2.6
"Joy Luck Club, The (1993)"	3.66666666667
"Cyclo (1995)"	3
"When Night Is Falling (1995)"	3.4
"Sexual Life of the Belgians, The (1994)"	1.5
"Paradise Road (1997)"	3.28571428571
"Killer (Bulletproof Heart) (1994)"	2.5
"Bent (1997)"	2.66666666667
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"	3.7619047619
"Contempt (Mépris, Le) (1963)"	3
"Killer: A Journal of Murder (1995)"	4
"Journey of August King, The (1995)"	2
"New Jersey Drive (1995)"	3
"Jury Duty (1995)"	2
"U.S. Marshalls (1998)"	3
"Kim (1950)"	3.28571428571
"National Lampoon's Senior Trip (1995)"	2.42857142857
"Picture Bride (1995)"	3.1
"Bloody Child, The (1996)"	1
"Cement Garden, The (1993)"	3.6
"Prisoner of the Mountains (Kavkazsky Plennik) (1996)"	3
"Steal Big, Steal Little (1995)"	2.57142857143
"Hurricane Streets (1998)"	2.66666666667
"Yankee Zulu (1994)"	1
"Midnight Dancers (Sibak) (1994)"	2.8
"Duoluo tianshi (1995)"	3.16666666667
"Eye of Vichy, The (Oeil de Vichy, L') (1993)"	1
"Love in the Afternoon (1957)"	3.9
"Dangerous Beauty (1998)"	3.76923076923
"Golden Earrings (1947)"	4
"Destiny Turns on the Radio (1995)"	3
"Alphaville (1965)"	3.33333333333
"Twisted (1996)"	3.5
"Run of the Country, The (1995)"	3.25
"Lashou shentan (1992)"	1
"Switchback (1997)"	2.82352941176
"Bewegte Mann, Der (1994)"	3.66666666667
"In the Realm of the Senses (Ai no corrida) (1976)"	2
"Trial by Jury (1994)"	2.42857142857
"Full Speed (1996)"	3.125
"Crossfire (1947)"	4.25
"Across the Sea of Time (1995)"	2.75
"Raw Deal (1948)"	2
"Frankie Starlight (1995)"	2.5
"Cosi (1996)"	4
"For Ever Mozart (1996)"	2
"Promesse, La (1996)"	3.33333333333
"Visitors, The (Visiteurs, Les) (1993)"	3.5
"Liebelei (1933)"	1
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"	3
"Leopard Son, The (1996)"	1
"Gang Related (1997)"	2.6875
"Best Men (1997)"	3.4
"Babyfever (1994)"	1
"Stefano Quantestorie (1993)"	1
"Good Man in Africa, A (1994)"	3
"Celestial Clockwork (1994)"	4
"Commandments (1997)"	2.66666666667
"World of Apu, The (Apur Sansar) (1959)"	4
"Ed (1996)"	1.33333333333
"Man in the Iron Mask, The (1998)"	3.41666666667
"Man from Down Under, The (1943)"	1
"Lassie (1994)"	2.28571428571
"Mercury Rising (1998)"	3.42857142857
"Two Bits (1995)"	2.2
"Schizopolis (1996)"	3
"Star Kid (1997)"	5
"Mille bolle blu (1993)"	1
"Suture (1993)"	2.25
"Mondo (1996)"	3
"Country Life (1994)"	1.5
"Century (1993)"	3
"Double Happiness (1994)"	3.42857142857
"Sprung (1997)"	2
"Big Bang Theory, The (1994)"	4
"Land Before Time III: The Time of the Great Giving (1995) (V)"	1.66666666667
"In the Army Now (1994)"	2.27777777778
"Larger Than Life (1996)"	2.33333333333
"Magic Hour, The (1998)"	3.6
"Stranger in the House (1997)"	2.42857142857
"Show, The (1995)"	3
"Gilligan's Island: The Movie (1998)"	1.33333333333
"Bliss (1997)"	2.57142857143
"Stalker (1979)"	3.54545454545
"Nelly & Monsieur Arnaud (1995)"	3.66666666667
"Cure, The (1995)"	3.33333333333
"Infinity (1996)"	2.66666666667
"House Party 3 (1994)"	2
"New York Cop (1996)"	2.5
"Boys in Venice (1996)"	1
"To Be or Not to Be (1942)"	3.61111111111
"Grace of My Heart (1996)"	3.25
"Salut cousin! (1996)"	2
"To Have, or Not (1995)"	2
"Buddy (1997)"	2.25
"Lay of the Land, The (1997)"	2.5
"Waiting to Exhale (1995)"	2.5
"Pushing Hands (1992)"	2
"Boys (1996)"	3.33333333333
"Terror in a Texas Town (1958)"	1
"Carpool (1996)"	2.8
"Dangerous Ground (1997)"	1.75
"Winter Guest, The (1997)"	3.44444444444
"Clean Slate (Coup de Torchon) (1981)"	2.75
"Fire on the Mountain (1996)"	3
"Touki Bouki (Journey of the Hyena) (1973)"	1
"Dream Man (1995)"	1.5
"Ciao, Professore! (1993)"	2.75
"City of Industry (1997)"	2.5
"Dream With the Fishes (1997)"	3.14285714286
"Aparajito (1956)"	3.57142857143
"Next Karate Kid, The (1994)"	2.44444444444
"Nowhere (1997)"	2.33333333333
"I, Worst of All (Yo, la peor de todas) (1990)"	1
"Mad Dog Time (1996)"	3
"Amityville 3-D (1983)"	1.16666666667
"Romper Stomper (1992)"	3
"Baton Rouge (1988)"	1
"Daniel Defoe's Robinson Crusoe (1996)"	3
"Grosse Fatigue (1994)"	3.25
"Burnt Offerings (1976)"	2.44444444444
"Secret Agent, The (1996)"	3
"Letter From Death Row, A (1998)"	4.33333333333
"Ladybird Ladybird (1994)"	2.75
"Angela (1995)"	3
"Desert Winds (1995)"	4
"Last Summer in the Hamptons (1995)"	2.33333333333
"Calendar Girl (1993)"	2
"Being Human (1993)"	1.75
"Broken English (1996)"	2.25
"Witness (1985)"	4
"American Dream (1990)"	2.5
"Nemesis 2: Nebula (1995)"	2
"Love Serenade (1996)"	3
"Angel on My Shoulder (1946)"	2
"Germinal (1993)"	3
"Wedding Gift, The (1994)"	4
"Here Comes Cookie (1935)"	2
"Grateful Dead (1995)"	3.5
"Underneath, The (1995)"	2.75
"Hostile Intentions (1994)"	1
"Legal Deceit (1997)"	3.4
"Two or Three Things I Know About Her (1966)"	3.75
"Blood For Dracula (Andy Warhol's Dracula) (1974)"	2.4
"Foreign Student (1994)"	2
"Three Lives and Only One Death (1996)"	3
"Amazing Panda Adventure, The (1995)"	2.8
"Death in Brunswick (1991)"	4
"Night Flier (1997)"	3.71428571429
"Cérémonie, La (1995)"	4
"Hungarian Fairy Tale, A (1987)"	1
"Children of the Revolution (1996)"	3.2
"Object of My Affection, The (1998)"	4
"Vie est belle, La (Life is Rosey) (1987)"	1
"Vermont Is For Lovers (1992)"	1
"Gordy (1995)"	1
"Price Above Rubies, A (1998)"	3.33333333333
"Losing Chase (1996)"	3.25
"Crude Oasis, The (1995)"	1
"Simple Twist of Fate, A (1994)"	3.2
"Above the Rim (1994)"	3
"The Deadly Cure (1996)"	3
"Naked in New York (1994)"	1.5
"Wild Reeds (1994)"	3.14285714286
"All Things Fair (1996)"	3
"Neon Bible, The (1995)"	1.75
"Office Killer (1997)"	1
"Sixth Man, The (1997)"	3.22222222222
"Nina Takes a Lover (1994)"	2.83333333333
"Blue Chips (1994)"	2.66666666667
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"	3.33333333333
"Boys Life (1995)"	3.2
"Enfer, L' (1994)"	3
"Warriors of Virtue (1997)"	3
"Invitation, The (Zaproszenie) (1986)"	1
"Bhaji on the Beach (1993)"	2.875
"Hush (1998)"	2
"Chairman of the Board (1998)"	2.22222222222
"Wooden Man's Bride, The (Wu Kui) (1994)"	2.66666666667
"Beans of Egypt, Maine, The (1994)"	3.5
"B*A*P*S (1997)"	1.66666666667
"Spanish Prisoner, The (1997)"	4
"Coldblooded (1995)"	2
"Girl in the Cadillac (1995)"	1
"Hunted, The (1995)"	2
"Reluctant Debutante, The (1958)"	3
"Quartier Mozart (1992)"	1
"American Buffalo (1996)"	2.63636363636
"A Chef in Love (1996)"	4.125
"Nénette et Boni (1996)"	3.5
"Leading Man, The (1996)"	3.75
"Someone Else's America (1995)"	5
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"	2
"Big One, The (1997)"	3
"Little City (1998)"	3.5
"Open Season (1996)"	2.5
"Hollow Reed (1996)"	2.33333333333
"Tough and Deadly (1995)"	3
"Truth or Consequences, N.M. (1997)"	2
"Some Mother's Son (1996)"	4.5
"Wend Kuuni (God's Gift) (1982)"	1
"Nico Icon (1995)"	4
"S.F.W. (1994)"	3
"Lamerica (1994)"	3.75
"Quiet Room, The (1996)"	3.66666666667
"Fausto (1993)"	3
"Guantanamera (1994)"	3.75
"Entertaining Angels: The Dorothy Day Story (1996)"	5
"Lady of Burlesque (1943)"	4
"Sudden Manhattan (1996)"	1.5
"Shopping (1994)"	2
"Harlem (1993)"	2.75
"The Courtyard (1995)"	1
"Favor, The (1994)"	2
"Shooter, The (1995)"	2.66666666667
"Gate of Heavenly Peace, The (1995)"	4
"Target (1995)"	3
"Bitter Sugar (Azucar Amargo) (1996)"	4.33333333333
"Butcher Boy, The (1998)"	4
"Savage Nights (Nuits fauves, Les) (1992)"	3
"Small Faces (1995)"	2
"Getting Even with Dad (1994)"	1.6
"Time Tracers (1995)"	1.5
"Johnny 100 Pesos (1993)"	1.5
"New Age, The (1994)"	1
"Walking Dead, The (1995)"	2.25
"Wings of Courage (1995)"	4
"Butterfly Kiss (1995)"	1
"Rough Magic (1995)"	2.5
"Men With Guns (1997)"	3.5
"Land and Freedom (Tierra y libertad) (1995)"	3
"King of New York (1990)"	1
"Hana-bi (1997)"	3
"Sliding Doors (1998)"	2.6
"Angel Baby (1995)"	3.75
"Underworld (1997)"	2.5
"Woman in Question, The (1950)"	1
"Symphonie pastorale, La (1946)"	1
"MURDER and murder (1996)"	2
"8 Heads in a Duffel Bag (1997)"	3.25
"Tokyo Fist (1995)"	4
"Twilight (1998)"	2.5
"Jupiter's Wife (1994)"	4
"Nothing Personal (1995)"	2
"Temptress Moon (Feng Yue) (1996)"	1.66666666667
"Saint of Fort Washington, The (1993)"	5
"Etz Hadomim Tafus (Under the Domin Tree) (1994)"	2
"It Takes Two (1995)"	2.66666666667
"Paris, France (1993)"	2.33333333333
"Low Life, The (1994)"	1
"Mostro, Il (1994)"	1
"Kika (1993)"	2
"Mirage (1995)"	3
"Bonheur, Le (1965)"	2
"Á köldum klaka (Cold Fever) (1994)"	3
"Sweet Nothing (1995)"	3
"B. Monkey (1998)"	3
"Death in the Garden (Mort en ce jardin, La) (1956)"	1
"Ripe (1996)"	2
"Ed's Next Move (1996)"	2.66666666667
"Two Friends (1986)"	3
"Men of Means (1998)"	2
"Niagara, Niagara (1997)"	2
"Spirits of the Dead (Tre passi nel delirio) (1968)"	2.5
"Glass Shield, The (1994)"	2
"Slingshot, The (1993)"	3.5
"Scarlet Letter, The (1926)"	3
"Condition Red (1995)"	2
"Mat' i syn (1997)"	1
"Careful (1992)"	1
"They Made Me a Criminal (1939)"	5
"Marlene Dietrich: Shadow and Light (1996)"	5
"Shadows (Cienie) (1988)"	1
"Wife, The (1995)"	3
"War at Home, The (1996)"	2
"JLG/JLG - autoportrait de décembre (1994)"	1
"Intimate Relations (1996)"	3
"Wedding Bell Blues (1996)"	3
"To Cross the Rubicon (1991)"	1
"He Walked by Night (1948)"	4
"Pharaoh's Army (1995)"	1
"My Favorite Season (1993)"	3.66666666667
"Further Gesture, A (1996)"	1
"Brother's Kiss, A (1997)"	2
"August (1996)"	1
"Tainted (1998)"	3
"Hedd Wyn (1992)"	1
"Shadow of Angels (Schatten der Engel) (1976)"	1
"Brothers in Trouble (1995)"	4
"You So Crazy (1994)"	3
"Normal Life (1996)"	3
"Next Step, The (1995)"	3
"Sunchaser, The (1996)"	3
"Sleepover (1995)"	3
"Everest (1998)"	4.5
"Nobody Loves Me (Keiner liebt mich) (1994)"	1
"Getting Away With Murder (1996)"	1
"Scream of Stone (Schrei aus Stein) (1991)"	3
"Mamma Roma (1962)"	4
"Eighth Day, The (1996)"	3
"Girls Town (1996)"	3
"Silence of the Palace, The (Saimt el Qusur) (1994)"	3
"Dadetown (1995)"	3
