"V1"	"V2"
"American President, The (1995)"	"comedy"
"American President, The (1995)"	"drama"
"American President, The (1995)"	"romance"
"Casino (1995)"	"drama"
"Persuasion (1995)"	"romance"
"Kicking and Screaming (1995)"	"comedy"
"Kicking and Screaming (1995)"	"drama"
"City Hall (1996)"	"drama"
"City Hall (1996)"	"thriller"
"Basketball Diaries, The (1995)"	"drama"
"Browning Version, The (1994)"	"drama"
"Little Women (1994)"	"drama"
"Miami Rhapsody (1995)"	"comedy"
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"	"documentary"
"Barcelona (1994)"	"comedy"
"Barcelona (1994)"	"romance"
"Widows' Peak (1994)"	"drama"
"House of the Spirits, The (1993)"	"drama"
"House of the Spirits, The (1993)"	"romance"
"Singin' in the Rain (1952)"	"musical"
"Singin' in the Rain (1952)"	"romance"
"Bad Moon (1996)"	"horror"
"Enchanted April (1991)"	"drama"
"Sex, Lies, and Videotape (1989)"	"drama"
"Strictly Ballroom (1992)"	"comedy"
"Strictly Ballroom (1992)"	"romance"
"Better Off Dead... (1985)"	"comedy"
"Substance of Fire, The (1996)"	"drama"
"Tin Men (1987)"	"comedy"
"Tin Men (1987)"	"drama"
"Othello (1995)"	"drama"
"Carrington (1995)"	"drama"
"Carrington (1995)"	"romance"
"To Die For (1995)"	"comedy"
"To Die For (1995)"	"drama"
"Home for the Holidays (1995)"	"drama"
"Home for the Holidays (1995)"	"romance"
"Juror, The (1996)"	"drama"
"Juror, The (1996)"	"thriller"
"In the Bleak Midwinter (1995)"	"comedy"
"Canadian Bacon (1994)"	"comedy"
"Canadian Bacon (1994)"	"war"
"First Knight (1995)"	"action"
"First Knight (1995)"	"adventure"
"First Knight (1995)"	"drama"
"First Knight (1995)"	"romance"
"Mallrats (1995)"	"comedy"
"Nine Months (1995)"	"comedy"
"Boys on the Side (1995)"	"comedy"
"Boys on the Side (1995)"	"drama"
"Circle of Friends (1995)"	"drama"
"Circle of Friends (1995)"	"romance"
"Exit to Eden (1994)"	"comedy"
"Fluke (1995)"	"children"
"Fluke (1995)"	"drama"
"Immortal Beloved (1994)"	"drama"
"Immortal Beloved (1994)"	"romance"
"Junior (1994)"	"comedy"
"Junior (1994)"	"sci-fi"
"Nell (1994)"	"drama"
"Queen Margot  (1994)"	"drama"
"Queen Margot  (1994)"	"romance"
"Corrina, Corrina (1994)"	"comedy"
"Corrina, Corrina (1994)"	"drama"
"Corrina, Corrina (1994)"	"romance"
"Dave (1993)"	"comedy"
"Dave (1993)"	"romance"
"Go Fish (1994)"	"drama"
"Go Fish (1994)"	"romance"
"Made in America (1993)"	"comedy"
"Philadelphia (1993)"	"drama"
"Shadowlands (1993)"	"drama"
"Shadowlands (1993)"	"romance"
"Sirens (1994)"	"comedy"
"Sirens (1994)"	"drama"
"Threesome (1994)"	"comedy"
"Threesome (1994)"	"romance"
"Pretty Woman (1990)"	"comedy"
"Pretty Woman (1990)"	"romance"
"Jane Eyre (1996)"	"drama"
"Jane Eyre (1996)"	"romance"
"Last Supper, The (1995)"	"drama"
"Last Supper, The (1995)"	"thriller"
"Ransom (1996)"	"drama"
"Ransom (1996)"	"thriller"
"Crow: City of Angels, The (1996)"	"action"
"Crow: City of Angels, The (1996)"	"thriller"
"Michael Collins (1996)"	"drama"
"Michael Collins (1996)"	"war"
"Ruling Class, The (1972)"	"comedy"
"Real Genius (1985)"	"comedy"
"Benny & Joon (1993)"	"comedy"
"Benny & Joon (1993)"	"romance"
"Saint, The (1997)"	"action"
"Saint, The (1997)"	"romance"
"Saint, The (1997)"	"thriller"
"MatchMaker, The (1997)"	"comedy"
"MatchMaker, The (1997)"	"romance"
"Amistad (1997)"	"drama"
"Tomorrow Never Dies (1997)"	"action"
"Tomorrow Never Dies (1997)"	"romance"
"Tomorrow Never Dies (1997)"	"thriller"
"Replacement Killers, The (1998)"	"action"
"Replacement Killers, The (1998)"	"thriller"
"Burnt By the Sun (1994)"	"drama"
"Red Corner (1997)"	"crime"
"Red Corner (1997)"	"thriller"
"Jumanji (1995)"	"action"
"Jumanji (1995)"	"adventure"
"Jumanji (1995)"	"children"
"Jumanji (1995)"	"fantasy"
"Jumanji (1995)"	"sci-fi"
"Father of the Bride Part II (1995)"	"comedy"
"Across the Sea of Time (1995)"	"documentary"
"Lawnmower Man 2: Beyond Cyberspace (1996)"	"sci-fi"
"Lawnmower Man 2: Beyond Cyberspace (1996)"	"thriller"
"Fair Game (1995)"	"action"
"Screamers (1995)"	"sci-fi"
"Nick of Time (1995)"	"action"
"Nick of Time (1995)"	"thriller"
"Beautiful Girls (1996)"	"drama"
"Happy Gilmore (1996)"	"comedy"
"If Lucy Fell (1996)"	"comedy"
"If Lucy Fell (1996)"	"romance"
"Boomerang (1992)"	"comedy"
"Boomerang (1992)"	"romance"
"Man of the Year (1995)"	"documentary"
"Addiction, The (1995)"	"horror"
"Casper (1995)"	"adventure"
"Casper (1995)"	"children"
"Congo (1995)"	"action"
"Congo (1995)"	"adventure"
"Congo (1995)"	"mystery"
"Congo (1995)"	"sci-fi"
"Devil in a Blue Dress (1995)"	"crime"
"Devil in a Blue Dress (1995)"	"film-noir"
"Devil in a Blue Dress (1995)"	"mystery"
"Devil in a Blue Dress (1995)"	"thriller"
"Johnny Mnemonic (1995)"	"action"
"Johnny Mnemonic (1995)"	"sci-fi"
"Johnny Mnemonic (1995)"	"thriller"
"Kids (1995)"	"drama"
"Mute Witness (1994)"	"thriller"
"Prophecy, The (1995)"	"horror"
"Something to Talk About (1995)"	"comedy"
"Something to Talk About (1995)"	"drama"
"Something to Talk About (1995)"	"romance"
"Three Wishes (1995)"	"drama"
"Castle Freak (1995)"	"horror"
"Don Juan DeMarco (1995)"	"comedy"
"Don Juan DeMarco (1995)"	"drama"
"Don Juan DeMarco (1995)"	"romance"
"Drop Zone (1994)"	"action"
"Dumb & Dumber (1994)"	"comedy"
"French Kiss (1995)"	"comedy"
"French Kiss (1995)"	"romance"
"Little Odessa (1994)"	"drama"
"Milk Money (1994)"	"comedy"
"Milk Money (1994)"	"romance"
"Beyond Bedlam (1993)"	"drama"
"Beyond Bedlam (1993)"	"horror"
"Only You (1994)"	"comedy"
"Only You (1994)"	"romance"
"Perez Family, The (1995)"	"comedy"
"Perez Family, The (1995)"	"romance"
"Roommates (1995)"	"comedy"
"Roommates (1995)"	"drama"
"Relative Fear (1994)"	"horror"
"Relative Fear (1994)"	"thriller"
"Swimming with Sharks (1995)"	"comedy"
"Swimming with Sharks (1995)"	"drama"
"Tommy Boy (1995)"	"comedy"
"Baby-Sitters Club, The (1995)"	"children"
"Bullets Over Broadway (1994)"	"comedy"
"Crooklyn (1994)"	"comedy"
"It Could Happen to You (1994)"	"drama"
"It Could Happen to You (1994)"	"romance"
"Richie Rich (1994)"	"children"
"Richie Rich (1994)"	"comedy"
"Speechless (1994)"	"comedy"
"Speechless (1994)"	"romance"
"Timecop (1994)"	"action"
"Timecop (1994)"	"sci-fi"
"Bad Company (1995)"	"action"
"Boys Life (1995)"	"drama"
"In the Mouth of Madness (1995)"	"horror"
"In the Mouth of Madness (1995)"	"thriller"
"Air Up There, The (1994)"	"comedy"
"Hard Target (1993)"	"action"
"Hard Target (1993)"	"adventure"
"Hard Target (1993)"	"crime"
"Hard Target (1993)"	"thriller"
"Heaven & Earth (1993)"	"action"
"Heaven & Earth (1993)"	"drama"
"Heaven & Earth (1993)"	"war"
"Jimmy Hollywood (1994)"	"comedy"
"Manhattan Murder Mystery (1993)"	"comedy"
"Manhattan Murder Mystery (1993)"	"mystery"
"Menace II Society (1993)"	"action"
"Menace II Society (1993)"	"crime"
"Menace II Society (1993)"	"drama"
"Poetic Justice (1993)"	"drama"
"Program, The (1993)"	"action"
"Program, The (1993)"	"drama"
"Rising Sun (1993)"	"action"
"Rising Sun (1993)"	"drama"
"Rising Sun (1993)"	"mystery"
"Shadow, The (1994)"	"action"
"Thirty-Two Short Films About Glenn Gould (1993)"	"documentary"
"Andre (1994)"	"adventure"
"Andre (1994)"	"children"
"Celluloid Closet, The (1995)"	"documentary"
"Great Day in Harlem, A (1994)"	"documentary"
"One Fine Day (1996)"	"drama"
"One Fine Day (1996)"	"romance"
"Candyman: Farewell to the Flesh (1995)"	"horror"
"Frisk (1995)"	"drama"
"Girl 6 (1996)"	"comedy"
"Eddie (1996)"	"comedy"
"Space Jam (1996)"	"adventure"
"Space Jam (1996)"	"animation"
"Space Jam (1996)"	"children"
"Space Jam (1996)"	"comedy"
"Space Jam (1996)"	"fantasy"
"Mrs. Winterbourne (1996)"	"comedy"
"Mrs. Winterbourne (1996)"	"romance"
"Faces (1968)"	"drama"
"Mulholland Falls (1996)"	"crime"
"Mulholland Falls (1996)"	"film-noir"
"Mulholland Falls (1996)"	"thriller"
"Great White Hype, The (1996)"	"comedy"
"Arrival, The (1996)"	"action"
"Arrival, The (1996)"	"sci-fi"
"Arrival, The (1996)"	"thriller"
"Phantom, The (1996)"	"adventure"
"Daylight (1996)"	"action"
"Daylight (1996)"	"adventure"
"Daylight (1996)"	"thriller"
"Alaska (1996)"	"adventure"
"Alaska (1996)"	"children"
"Fled (1996)"	"action"
"Fled (1996)"	"adventure"
"Power 98 (1995)"	"action"
"Power 98 (1995)"	"mystery"
"Power 98 (1995)"	"thriller"
"Escape from L.A. (1996)"	"action"
"Escape from L.A. (1996)"	"adventure"
"Escape from L.A. (1996)"	"sci-fi"
"Escape from L.A. (1996)"	"thriller"
"Bogus (1996)"	"children"
"Bogus (1996)"	"drama"
"Bogus (1996)"	"fantasy"
"Bulletproof (1996)"	"action"
"Halloween: The Curse of Michael Myers (1995)"	"horror"
"Halloween: The Curse of Michael Myers (1995)"	"thriller"
"Gay Divorcee, The (1934)"	"comedy"
"Gay Divorcee, The (1934)"	"musical"
"Gay Divorcee, The (1934)"	"romance"
"Ninotchka (1939)"	"comedy"
"Ninotchka (1939)"	"romance"
"Meet John Doe (1941)"	"drama"
"In the Line of Duty 2 (1987)"	"action"
"Loch Ness (1995)"	"horror"
"Loch Ness (1995)"	"thriller"
"Last Man Standing (1996)"	"action"
"Last Man Standing (1996)"	"drama"
"Last Man Standing (1996)"	"western"
"Glimmer Man, The (1996)"	"action"
"Glimmer Man, The (1996)"	"thriller"
"Pollyanna (1960)"	"children"
"Pollyanna (1960)"	"comedy"
"Pollyanna (1960)"	"drama"
"Shaggy Dog, The (1959)"	"children"
"Shaggy Dog, The (1959)"	"comedy"
"Freeway (1996)"	"crime"
"That Thing You Do! (1996)"	"comedy"
"To Gillian on Her 37th Birthday (1996)"	"drama"
"To Gillian on Her 37th Birthday (1996)"	"romance"
"Looking for Richard (1996)"	"documentary"
"Looking for Richard (1996)"	"drama"
"Murder, My Sweet (1944)"	"film-noir"
"Murder, My Sweet (1944)"	"thriller"
"Days of Thunder (1990)"	"action"
"Days of Thunder (1990)"	"romance"
"Perfect Candidate, A (1996)"	"documentary"
"Two or Three Things I Know About Her (1966)"	"drama"
"Bloody Child, The (1996)"	"drama"
"Bloody Child, The (1996)"	"thriller"
"Braindead (1992)"	"comedy"
"Braindead (1992)"	"horror"
"Bad Taste (1987)"	"comedy"
"Bad Taste (1987)"	"horror"
"Diva (1981)"	"action"
"Diva (1981)"	"drama"
"Diva (1981)"	"mystery"
"Diva (1981)"	"romance"
"Diva (1981)"	"thriller"
"Night on Earth (1991)"	"comedy"
"Night on Earth (1991)"	"drama"
"Paris Was a Woman (1995)"	"documentary"
"Amityville: Dollhouse (1996)"	"horror"
"April Fool's Day (1986)"	"comedy"
"April Fool's Day (1986)"	"horror"
"Believers, The (1987)"	"horror"
"Believers, The (1987)"	"thriller"
"Nosferatu a Venezia (1986)"	"horror"
"Jingle All the Way (1996)"	"adventure"
"Jingle All the Way (1996)"	"children"
"Jingle All the Way (1996)"	"comedy"
"Garden of Finzi-Contini, The  (1970)"	"drama"
"My Fellow Americans (1996)"	"comedy"
"Ice Storm, The (1997)"	"drama"
"Michael (1996)"	"comedy"
"Michael (1996)"	"romance"
"Whole Wide World, The (1996)"	"drama"
"Hearts and Minds (1996)"	"drama"
"Fools Rush In (1997)"	"comedy"
"Fools Rush In (1997)"	"romance"
"Touch (1997)"	"romance"
"Vegas Vacation (1997)"	"comedy"
"Love Jones (1997)"	"romance"
"Picture Perfect (1997)"	"comedy"
"Picture Perfect (1997)"	"romance"
"Career Girls (1997)"	"drama"
"She's So Lovely (1997)"	"drama"
"She's So Lovely (1997)"	"romance"
"Money Talks (1997)"	"action"
"Money Talks (1997)"	"comedy"
"Excess Baggage (1997)"	"adventure"
"Excess Baggage (1997)"	"romance"
"That Darn Cat! (1997)"	"children"
"That Darn Cat! (1997)"	"comedy"
"That Darn Cat! (1997)"	"mystery"
"Peacemaker, The (1997)"	"action"
"Peacemaker, The (1997)"	"thriller"
"Peacemaker, The (1997)"	"war"
"Soul Food (1997)"	"drama"
"Money Talks (1997)"	"action"
"Money Talks (1997)"	"comedy"
"Washington Square (1997)"	"drama"
"Telling Lies in America (1997)"	"drama"
"Year of the Horse (1997)"	"documentary"
"Phantoms (1998)"	"horror"
"Life Less Ordinary, A (1997)"	"romance"
"Life Less Ordinary, A (1997)"	"thriller"
"Eve's Bayou (1997)"	"drama"
"One Night Stand (1997)"	"drama"
"Tango Lesson, The (1997)"	"romance"
"Mortal Kombat: Annihilation (1997)"	"action"
"Mortal Kombat: Annihilation (1997)"	"adventure"
"Bent (1997)"	"drama"
"Bent (1997)"	"war"
"Flubber (1997)"	"children"
"Flubber (1997)"	"comedy"
"Flubber (1997)"	"fantasy"
"For Richer or Poorer (1997)"	"comedy"
"Home Alone 3 (1997)"	"children"
"Home Alone 3 (1997)"	"comedy"
"Scream 2 (1997)"	"horror"
"Scream 2 (1997)"	"thriller"
"Sweet Hereafter, The (1997)"	"drama"
"Time Tracers (1995)"	"action"
"Time Tracers (1995)"	"adventure"
"Time Tracers (1995)"	"sci-fi"
"Postman, The (1997)"	"drama"
"Winter Guest, The (1997)"	"drama"
"Kundun (1997)"	"drama"
"Mr. Magoo (1997)"	"comedy"
"Big Lebowski, The (1998)"	"comedy"
"Big Lebowski, The (1998)"	"crime"
"Big Lebowski, The (1998)"	"mystery"
"Big Lebowski, The (1998)"	"thriller"
"Afterglow (1997)"	"drama"
"Afterglow (1997)"	"romance"
"Ma vie en rose  (1997)"	"comedy"
"Ma vie en rose  (1997)"	"drama"
"Great Expectations (1998)"	"drama"
"Great Expectations (1998)"	"romance"
"Oscar & Lucinda (1997)"	"drama"
"Oscar & Lucinda (1997)"	"romance"
"Vermin (1998)"	"comedy"
"Half Baked (1998)"	"comedy"
"Dangerous Beauty (1998)"	"drama"
"Nil By Mouth (1997)"	"drama"
"Twilight (1998)"	"crime"
"Twilight (1998)"	"drama"
"U.S. Marshalls (1998)"	"action"
"U.S. Marshalls (1998)"	"thriller"
"Love and Death on Long Island (1997)"	"comedy"
"Wild Things (1998)"	"crime"
"Wild Things (1998)"	"drama"
"Wild Things (1998)"	"mystery"
"Wild Things (1998)"	"thriller"
"Primary Colors (1998)"	"drama"
"Lost in Space (1998)"	"action"
"Lost in Space (1998)"	"sci-fi"
"Lost in Space (1998)"	"thriller"
"Mercury Rising (1998)"	"action"
"Mercury Rising (1998)"	"drama"
"Mercury Rising (1998)"	"thriller"
"City of Angels (1998)"	"romance"
"City of Lost Children, The (1995)"	"adventure"
"City of Lost Children, The (1995)"	"sci-fi"
"Two Bits (1995)"	"drama"
"Farewell My Concubine (1993)"	"drama"
"Farewell My Concubine (1993)"	"romance"
"Dead Man (1995)"	"western"
"Raise the Red Lantern (1991)"	"drama"
"White Squall (1996)"	"adventure"
"White Squall (1996)"	"drama"
"Unforgettable (1996)"	"sci-fi"
"Unforgettable (1996)"	"thriller"
"Down Periscope (1996)"	"comedy"
"Flower of My Secret, The  (1995)"	"drama"
"Craft, The (1996)"	"drama"
"Craft, The (1996)"	"horror"
"Harriet the Spy (1996)"	"children"
"Harriet the Spy (1996)"	"comedy"
"Chain Reaction (1996)"	"action"
"Chain Reaction (1996)"	"adventure"
"Chain Reaction (1996)"	"thriller"
"Island of Dr. Moreau, The (1996)"	"sci-fi"
"Island of Dr. Moreau, The (1996)"	"thriller"
"First Kid (1996)"	"children"
"First Kid (1996)"	"comedy"
"Funeral, The (1996)"	"drama"
"Preacher's Wife, The (1996)"	"drama"
"Paradise Road (1997)"	"drama"
"Paradise Road (1997)"	"war"
"Brassed Off (1996)"	"comedy"
"Brassed Off (1996)"	"drama"
"Brassed Off (1996)"	"romance"
"Thousand Acres, A (1997)"	"drama"
"Smile Like Yours, A (1997)"	"comedy"
"Smile Like Yours, A (1997)"	"romance"
"Murder in the First (1995)"	"drama"
"Murder in the First (1995)"	"thriller"
"Airheads (1994)"	"comedy"
"With Honors (1994)"	"comedy"
"With Honors (1994)"	"drama"
"What's Love Got to Do with It (1993)"	"drama"
"Killing Zoe (1994)"	"thriller"
"Renaissance Man (1994)"	"comedy"
"Renaissance Man (1994)"	"drama"
"Renaissance Man (1994)"	"war"
"Charade (1963)"	"comedy"
"Charade (1963)"	"mystery"
"Charade (1963)"	"romance"
"Charade (1963)"	"thriller"
"Fox and the Hound, The (1981)"	"animation"
"Fox and the Hound, The (1981)"	"children"
"Big Blue, The  (1988)"	"adventure"
"Big Blue, The  (1988)"	"romance"
"Booty Call (1997)"	"comedy"
"Booty Call (1997)"	"romance"
"How to Make an American Quilt (1995)"	"drama"
"How to Make an American Quilt (1995)"	"romance"
"Georgia (1995)"	"drama"
"Indian in the Cupboard, The (1995)"	"adventure"
"Indian in the Cupboard, The (1995)"	"children"
"Indian in the Cupboard, The (1995)"	"fantasy"
"Blue in the Face (1995)"	"comedy"
"Unstrung Heroes (1995)"	"comedy"
"Unstrung Heroes (1995)"	"drama"
"Unzipped (1995)"	"documentary"
"Before Sunrise (1995)"	"drama"
"Before Sunrise (1995)"	"romance"
"Nobody's Fool (1994)"	"drama"
"Pushing Hands (1992)"	"comedy"
"To Live  (1994)"	"drama"
"Dazed and Confused (1993)"	"comedy"
"Naked (1993)"	"drama"
"Orlando (1993)"	"drama"
"Ruby in Paradise (1993)"	"drama"
"Some Folks Call It a Sling Blade (1993)"	"drama"
"Some Folks Call It a Sling Blade (1993)"	"thriller"
"Month by the Lake, A (1995)"	"comedy"
"Month by the Lake, A (1995)"	"drama"
"Funny Face (1957)"	"comedy"
"Funny Face (1957)"	"musical"
"Affair to Remember, An (1957)"	"romance"
"Little Lord Fauntleroy (1936)"	"drama"
"Inspector General, The (1949)"	"musical"
"Winnie the Pooh and the Blustery Day (1968)"	"animation"
"Winnie the Pooh and the Blustery Day (1968)"	"children"
"Hear My Song (1991)"	"comedy"
"Mediterraneo (1991)"	"comedy"
"Mediterraneo (1991)"	"war"
"Passion Fish (1992)"	"drama"
"Grateful Dead (1995)"	"documentary"
"Eye for an Eye (1996)"	"drama"
"Eye for an Eye (1996)"	"thriller"
"Fear (1996)"	"thriller"
"Solo (1996)"	"action"
"Solo (1996)"	"sci-fi"
"Solo (1996)"	"thriller"
"Substitute, The (1996)"	"action"
"Heaven's Prisoners (1996)"	"mystery"
"Heaven's Prisoners (1996)"	"thriller"
"Trigger Effect, The (1996)"	"drama"
"Trigger Effect, The (1996)"	"thriller"
"Mother Night (1996)"	"drama"
"Dangerous Ground (1997)"	"drama"
"Maximum Risk (1996)"	"action"
"Maximum Risk (1996)"	"adventure"
"Maximum Risk (1996)"	"thriller"
"Rich Man's Wife, The (1996)"	"thriller"
"Shadow Conspiracy (1997)"	"thriller"
"Blood & Wine (1997)"	"drama"
"Turbulence (1997)"	"thriller"
"Underworld (1997)"	"thriller"
"Beautician and the Beast, The (1997)"	"comedy"
"Beautician and the Beast, The (1997)"	"romance"
"Cats Don't Dance (1997)"	"animation"
"Cats Don't Dance (1997)"	"children"
"Cats Don't Dance (1997)"	"musical"
"Anna Karenina (1997)"	"drama"
"Anna Karenina (1997)"	"romance"
"Keys to Tulsa (1997)"	"crime"
"Head Above Water (1996)"	"comedy"
"Head Above Water (1996)"	"thriller"
"Hercules (1997)"	"adventure"
"Hercules (1997)"	"animation"
"Hercules (1997)"	"children"
"Hercules (1997)"	"comedy"
"Hercules (1997)"	"musical"
"Last Time I Committed Suicide, The (1997)"	"drama"
"Kiss Me, Guido (1997)"	"comedy"
"Big Green, The (1995)"	"children"
"Big Green, The (1995)"	"comedy"
"Stuart Saves His Family (1995)"	"comedy"
"Cabin Boy (1994)"	"comedy"
"Clean Slate (1994)"	"comedy"
"Lightning Jack (1994)"	"comedy"
"Lightning Jack (1994)"	"western"
"Stupids, The (1996)"	"comedy"
"Pest, The (1997)"	"comedy"
"That Darn Cat! (1997)"	"children"
"That Darn Cat! (1997)"	"comedy"
"That Darn Cat! (1997)"	"mystery"
"Geronimo: An American Legend (1993)"	"drama"
"Geronimo: An American Legend (1993)"	"western"
"Double vie de Vronique, La  (1991)"	"drama"
"Until the End of the World  (1991)"	"drama"
"Until the End of the World  (1991)"	"sci-fi"
"Waiting for Guffman (1996)"	"comedy"
"I Shot Andy Warhol (1996)"	"drama"
"Stealing Beauty (1996)"	"drama"
"Basquiat (1996)"	"drama"
"2 Days in the Valley (1996)"	"crime"
"Private Parts (1997)"	"comedy"
"Private Parts (1997)"	"drama"
"Anaconda (1997)"	"action"
"Anaconda (1997)"	"adventure"
"Anaconda (1997)"	"thriller"
"Romy and Michele's High School Reunion (1997)"	"comedy"
"Shiloh (1997)"	"children"
"Shiloh (1997)"	"drama"
"Con Air (1997)"	"action"
"Con Air (1997)"	"adventure"
"Con Air (1997)"	"thriller"
"Trees Lounge (1996)"	"drama"
"Tie Me Up! Tie Me Down! (1990)"	"drama"
"Die xue shuang xiong  (1989)"	"action"
"Die xue shuang xiong  (1989)"	"thriller"
"Gaslight (1944)"	"mystery"
"Gaslight (1944)"	"thriller"
"8 1/2 (1963)"	"drama"
"Fast, Cheap & Out of Control (1997)"	"documentary"
"Fathers' Day (1997)"	"comedy"
"Mrs. Dalloway (1997)"	"romance"
"Fire Down Below (1997)"	"action"
"Fire Down Below (1997)"	"drama"
"Fire Down Below (1997)"	"thriller"
"Lay of the Land, The (1997)"	"comedy"
"Lay of the Land, The (1997)"	"drama"
"Shooter, The (1995)"	"action"
"Grumpier Old Men (1995)"	"comedy"
"Grumpier Old Men (1995)"	"romance"
"Jury Duty (1995)"	"comedy"
"Beverly Hillbillies, The (1993)"	"comedy"
"Lassie (1994)"	"adventure"
"Lassie (1994)"	"children"
"Little Big League (1994)"	"children"
"Little Big League (1994)"	"comedy"
"Homeward Bound II: Lost in San Francisco (1996)"	"adventure"
"Homeward Bound II: Lost in San Francisco (1996)"	"children"
"Quest, The (1996)"	"action"
"Quest, The (1996)"	"adventure"
"Cool Runnings (1993)"	"comedy"
"Drop Dead Fred (1991)"	"comedy"
"Drop Dead Fred (1991)"	"fantasy"
"Grease 2 (1982)"	"comedy"
"Grease 2 (1982)"	"musical"
"Grease 2 (1982)"	"romance"
"Switchback (1997)"	"thriller"
"Hamlet (1996)"	"drama"
"Two if by Sea (1996)"	"comedy"
"Two if by Sea (1996)"	"romance"
"Forget Paris (1995)"	"comedy"
"Forget Paris (1995)"	"romance"
"Just Cause (1995)"	"mystery"
"Just Cause (1995)"	"thriller"
"Rent-a-Kid (1995)"	"comedy"
"Paper, The (1994)"	"comedy"
"Paper, The (1994)"	"drama"
"Fearless (1993)"	"drama"
"Malice (1993)"	"thriller"
"Multiplicity (1996)"	"comedy"
"She's the One (1996)"	"comedy"
"She's the One (1996)"	"romance"
"House Arrest (1996)"	"comedy"
"Ghost and Mrs. Muir, The (1947)"	"drama"
"Ghost and Mrs. Muir, The (1947)"	"romance"
"Associate, The (1996)"	"comedy"
"Dracula: Dead and Loving It (1995)"	"comedy"
"Dracula: Dead and Loving It (1995)"	"horror"
"Now and Then (1995)"	"drama"
"Mr. Wrong (1996)"	"comedy"
"Simple Twist of Fate, A (1994)"	"drama"
"Cronos (1992)"	"horror"
"Pallbearer, The (1996)"	"comedy"
"War, The (1994)"	"adventure"
"War, The (1994)"	"drama"
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)"	"comedy"
"Adventures of Pinocchio, The (1996)"	"adventure"
"Adventures of Pinocchio, The (1996)"	"children"
"Evening Star, The (1996)"	"comedy"
"Evening Star, The (1996)"	"drama"
"Four Days in September (1997)"	"drama"
"Little Princess, A (1995)"	"children"
"Little Princess, A (1995)"	"drama"
"Crossfire (1947)"	"crime"
"Crossfire (1947)"	"film-noir"
"Koyaanisqatsi (1983)"	"documentary"
"Koyaanisqatsi (1983)"	"war"
"Balto (1995)"	"animation"
"Balto (1995)"	"children"
"Bottle Rocket (1996)"	"comedy"
"Star Maker, The  (1995)"	"drama"
"Amateur (1994)"	"crime"
"Amateur (1994)"	"drama"
"Amateur (1994)"	"thriller"
"Living in Oblivion (1995)"	"comedy"
"Party Girl (1995)"	"comedy"
"Pyromaniac's Love Story, A (1995)"	"comedy"
"Pyromaniac's Love Story, A (1995)"	"romance"
"Shallow Grave (1994)"	"thriller"
"Reality Bites (1994)"	"comedy"
"Reality Bites (1994)"	"drama"
"Man of No Importance, A (1994)"	"drama"
"Pagemaster, The (1994)"	"action"
"Pagemaster, The (1994)"	"adventure"
"Pagemaster, The (1994)"	"animation"
"Pagemaster, The (1994)"	"children"
"Pagemaster, The (1994)"	"fantasy"
"Love and a .45 (1994)"	"thriller"
"Oliver & Company (1988)"	"animation"
"Oliver & Company (1988)"	"children"
"Joe's Apartment (1996)"	"comedy"
"Joe's Apartment (1996)"	"musical"
"Celestial Clockwork (1994)"	"comedy"
"Curdled (1996)"	"crime"
"Female Perversions (1996)"	"drama"
"Albino Alligator (1996)"	"crime"
"Albino Alligator (1996)"	"thriller"
"Anne Frank Remembered (1995)"	"documentary"
"Carried Away (1996)"	"drama"
"Carried Away (1996)"	"romance"
"It's My Party (1995)"	"drama"
"Bloodsport 2 (1995)"	"action"
"Double Team (1997)"	"action"
"Speed 2: Cruise Control (1997)"	"action"
"Speed 2: Cruise Control (1997)"	"romance"
"Speed 2: Cruise Control (1997)"	"thriller"
"Sliver (1993)"	"thriller"
"Pete's Dragon (1977)"	"adventure"
"Pete's Dragon (1977)"	"animation"
"Pete's Dragon (1977)"	"children"
"Pete's Dragon (1977)"	"musical"
"Dear God (1996)"	"comedy"
"Live Nude Girls (1995)"	"comedy"
"Thin Line Between Love and Hate, A (1996)"	"comedy"
"High School High (1996)"	"comedy"
"Commandments (1997)"	"romance"
"Hate  (1995)"	"drama"
"Flirting With Disaster (1996)"	"comedy"
"Red Firecracker, Green Firecracker (1994)"	"drama"
"What Happened Was... (1994)"	"comedy"
"What Happened Was... (1994)"	"drama"
"What Happened Was... (1994)"	"romance"
"Six Degrees of Separation (1993)"	"drama"
"Six Degrees of Separation (1993)"	"mystery"
"Two Much (1996)"	"comedy"
"Two Much (1996)"	"romance"
"Trust (1990)"	"comedy"
"Trust (1990)"	"drama"
"C'est arriv prs de chez vous (1992)"	"comedy"
"C'est arriv prs de chez vous (1992)"	"crime"
"C'est arriv prs de chez vous (1992)"	"drama"
"Firestorm (1998)"	"action"
"Firestorm (1998)"	"adventure"
"Firestorm (1998)"	"thriller"
"Newton Boys, The (1998)"	"crime"
"Newton Boys, The (1998)"	"drama"
"Beyond Rangoon (1995)"	"drama"
"Feast of July (1995)"	"drama"
"Death and the Maiden (1994)"	"drama"
"Death and the Maiden (1994)"	"thriller"
"Tank Girl (1995)"	"action"
"Tank Girl (1995)"	"comedy"
"Tank Girl (1995)"	"musical"
"Tank Girl (1995)"	"sci-fi"
"Double Happiness (1994)"	"drama"
"Cobb (1994)"	"drama"
"Mrs. Parker and the Vicious Circle (1994)"	"drama"
"Faithful (1996)"	"comedy"
